Unnamed: 0,Ground Name,City,District,Province,Ground Type,Pitch,Length,Width,Lights,Parking,Washrooms,Pavilion,Scoreboard,Rooms,Parking Cap.,Price (LKR),Rating
338.0,Padiyathalawa Vidyalaya Ground,Padiyathalawa,Ampara,Eastern,School,matting,120.0,96.0,No,Yes,Yes,Yes,No,2.0,31.0,41721.0,3.0
339.0,Pallekele International Cricket Stadium,Pallekele,Kandy,Central,Public,turf,150.0,148.0,Yes,Yes,Yes,Yes,Yes,2.0,293.0,194660.0,5.0
340.0,Panadura Municipal Ground,Panadura,Kalutara,Western,Public,matting,115.0,113.0,No,Yes,Yes,No,Yes,1.0,13.0,11050.0,3.0
341.0,Panadura Public Ground,Panadura,Kalutara,Western,Public,matting,114.0,111.0,No,Yes,Yes,No,Yes,1.0,18.0,9457.0,2.0
342.0,Panadura St John's College Ground,Panadura,Kalutara,Western,School,matting,126.0,100.0,No,Yes,Yes,Yes,No,2.0,37.0,30971.0,3.0
343.0,Panadura Urban Council Ground,Panadura,Kalutara,Western,Public,matting,112.0,107.0,No,Yes,Yes,No,Yes,1.0,12.0,7635.0,2.0
344.0,Pannala Public Ground,Pannala,Kurunegala,North Western,Public,matting,108.0,108.0,No,Yes,Yes,No,Yes,1.0,11.0,7340.0,2.0
345.0,Pannala Sports Club Ground,Pannala,Kurunegala,North Western,Club,matting,124.0,95.0,No,Yes,Yes,Yes,Yes,2.0,29.0,22156.0,4.0
346.0,Pannala St Joseph’s College Ground,Pannala,Kurunegala,North Western,School,matting,118.0,100.0,No,Yes,Yes,Yes,No,2.0,33.0,37814.0,3.0
347.0,Passara Public Ground,Passara,Badulla,Uva,Public,matting,110.0,118.0,No,Yes,Yes,No,Yes,1.0,15.0,9530.0,2.0
348.0,Passara St Aloysius College Ground,Passara,Badulla,Uva,School,matting,117.0,95.0,No,Yes,Yes,Yes,No,2.0,40.0,28764.0,3.0
349.0,Pelawatta Ground,Battaramulla,Colombo,Western,Public,matting,115.0,111.0,No,Yes,Yes,No,Yes,1.0,12.0,8021.0,3.0
350.0,Peliyagoda Public Ground,Peliyagoda,Gampaha,Western,Public,matting,114.0,108.0,No,Yes,Yes,No,Yes,1.0,11.0,7756.0,2.0
,,,,,,,,,,,,,,,,,
351.0,Pelmadulla Public Ground,Pelmadulla,Ratnapura,Sabaragamuwa,Public,matting,113.0,110.0,No,Yes,Yes,No,Yes,1.0,17.0,8943.0,2.0
352.0,Pethiyagoda Public Ground,Kelaniya,Gampaha,Western,Public,matting,114.0,107.0,No,Yes,Yes,No,Yes,1.0,14.0,7991.0,3.0
353.0,Piliyandala Central College Ground,Piliyandala,Colombo,Western,School,matting,122.0,100.0,No,Yes,Yes,Yes,No,2.0,45.0,35411.0,3.0
354.0,Piliyandala Public Ground,Piliyandala,Colombo,Western,Public,matting,116.0,114.0,No,Yes,Yes,No,Yes,1.0,13.0,8254.0,2.0
355.0,Piliyandala Sports Club Ground,Piliyandala,Colombo,Western,Club,matting,127.0,97.0,No,Yes,Yes,Yes,Yes,2.0,37.0,27516.0,4.0
356.0,Pita Kotte Urban Council Ground,Kotte,Colombo,Western,Public,matting,114.0,108.0,No,Yes,Yes,No,Yes,1.0,12.0,7440.0,2.0
357.0,Pitigala Public Ground,Pitigala,Galle,Southern,Public,matting,109.0,117.0,No,Yes,Yes,No,Yes,1.0,15.0,8456.0,2.0
358.0,Pitigala Sri Dharmaloka College Ground,Pitigala,Galle,Southern,School,matting,122.0,101.0,No,Yes,Yes,Yes,No,2.0,33.0,36944.0,3.0
359.0,Polgahawela Public Ground,Polgahawela,Kurunegala,North Western,Public,matting,113.0,113.0,No,Yes,Yes,No,Yes,1.0,18.0,9041.0,2.0
360.0,Polgahawela St Joseph’s College Ground,Polgahawela,Kurunegala,North Western,School,matting,118.0,97.0,No,Yes,Yes,Yes,No,2.0,43.0,30117.0,3.0
361.0,Polonnaruwa District Ground,Polonnaruwa,Polonnaruwa,North Central,Public,matting,116.0,114.0,No,Yes,Yes,No,Yes,1.0,19.0,12881.0,3.0
362.0,Polonnaruwa Esplanade,Polonnaruwa,Polonnaruwa,North Central,Public,turf,145.0,146.0,Yes,Yes,Yes,Yes,Yes,2.0,202.0,164283.0,5.0
363.0,Polonnaruwa Royal College Ground,Polonnaruwa,Polonnaruwa,North Central,School,matting,123.0,100.0,No,Yes,Yes,Yes,No,2.0,37.0,32517.0,3.0
364.0,Polonnaruwa Thopawewa Public Ground,Polonnaruwa,Polonnaruwa,North Central,Public,matting,112.0,108.0,No,Yes,Yes,No,Yes,1.0,12.0,7064.0,2.0
365.0,Pooneryn Public Ground,Pooneryn,Kilinochchi,Northern,Public,matting,117.0,95.0,No,Yes,Yes,No,Yes,1.0,14.0,8091.0,2.0
366.0,Puttalam District Ground,Puttalam,Puttalam,North Western,Public,turf,147.0,144.0,Yes,Yes,Yes,Yes,Yes,2.0,190.0,142647.0,5.0
367.0,Puttalam Public Ground,Puttalam,Puttalam,North Western,Public,matting,115.0,114.0,No,Yes,Yes,No,Yes,1.0,16.0,8171.0,2.0
368.0,Puttalam St Mary's College Ground,Puttalam,Puttalam,North Western,School,matting,124.0,100.0,No,Yes,Yes,Yes,No,2.0,41.0,32649.0,3.0
370.0,Ambalangoda Riverside Ground,Ambalangoda,Galle,Southern,Public,turf,138.0,142.0,Yes,Yes,Yes,Yes,Yes,2.0,240.0,158000.0,5.0
371.0,Ambalangoda Youth Cricket Park,Ambalangoda,Galle,Southern,Club,turf,134.0,137.0,Yes,Yes,Yes,Yes,Yes,2.0,210.0,147500.0,4.0
372.0,Ambalangoda Community Ground,Ambalangoda,Galle,Southern,Public,matting,120.0,116.0,No,Yes,Yes,No,Yes,1.0,30.0,10200.0,3.0
373.0,Ambalangoda Central Field,Ambalangoda,Galle,Southern,Public,matting,115.0,110.0,No,Yes,Yes,No,No,1.0,25.0,8700.0,2.0
374.0,Ambalangoda Sports Complex,Ambalangoda,Galle,Southern,Club,turf,145.0,146.0,Yes,Yes,Yes,Yes,Yes,3.0,270.0,169000.0,5.0
375.0,Ambalangoda College Ground,Ambalangoda,Galle,Southern,School,matting,108.0,104.0,No,Yes,Yes,Yes,No,2.0,35.0,24500.0,3.0
376.0,Ambalangoda Town Park,Ambalangoda,Galle,Southern,Public,matting,124.0,119.0,No,Yes,Yes,No,Yes,1.0,28.0,9800.0,3.0
377.0,Ambalangoda Beachside Ground,Ambalangoda,Galle,Southern,Public,turf,136.0,140.0,Yes,Yes,Yes,Yes,Yes,2.0,255.0,162000.0,5.0
378.0,Ambalangoda Youth Oval,Ambalangoda,Galle,Southern,Club,turf,133.0,135.0,Yes,Yes,Yes,Yes,Yes,2.0,200.0,145000.0,4.0
379.0,Ambalangoda Village Field,Ambalangoda,Galle,Southern,Public,matting,118.0,111.0,No,Yes,Yes,No,No,1.0,22.0,7600.0,2.0
380.0,Matara City Sports Ground,Matara,Matara,Southern,Public,turf,137.0,141.0,Yes,Yes,Yes,Yes,Yes,2.0,245.0,160000.0,5.0
381.0,Matara Youth Cricket Park,Matara,Matara,Southern,Club,turf,132.0,134.0,Yes,Yes,Yes,Yes,Yes,2.0,210.0,149000.0,4.0
382.0,Matara Community Oval,Matara,Matara,Southern,Public,matting,122.0,117.0,No,Yes,Yes,No,Yes,1.0,30.0,10500.0,3.0
383.0,Matara College Field,Matara,Matara,Southern,School,matting,109.0,105.0,No,Yes,Yes,Yes,No,2.0,40.0,26000.0,3.0
384.0,Matara Central Cricket Arena,Matara,Matara,Southern,Club,turf,146.0,147.0,Yes,Yes,Yes,Yes,Yes,3.0,280.0,170000.0,5.0
385.0,Matara Beach Cricket Park,Matara,Matara,Southern,Public,turf,135.0,139.0,Yes,Yes,Yes,Yes,Yes,2.0,240.0,158500.0,5.0
386.0,Matara Sports Village,Matara,Matara,Southern,Public,matting,120.0,114.0,No,Yes,Yes,No,Yes,1.0,29.0,9800.0,3.0
387.0,Matara Youth Field,Matara,Matara,Southern,Club,turf,131.0,133.0,Yes,Yes,Yes,Yes,Yes,2.0,198.0,142000.0,4.0
388.0,Matara District Ground,Matara,Matara,Southern,Public,matting,116.0,109.0,No,Yes,Yes,No,No,1.0,23.0,8200.0,2.0
389.0,Matara Riverfront Oval,Matara,Matara,Southern,Club,turf,138.0,142.0,Yes,Yes,Yes,Yes,Yes,2.0,260.0,165000.0,5.0
390.0,Galle Riverside Ground,Galle,Galle,Southern,Public,turf,139.0,143.0,Yes,Yes,Yes,Yes,Yes,2.0,250.0,161000.0,5.0
391.0,Galle Youth Cricket Park,Galle,Galle,Southern,Club,turf,134.0,136.0,Yes,Yes,Yes,Yes,Yes,2.0,210.0,150000.0,4.0
392.0,Galle Community Field,Galle,Galle,Southern,Public,matting,121.0,115.0,No,Yes,Yes,No,Yes,1.0,31.0,10800.0,3.0
393.0,Galle Village Ground,Galle,Galle,Southern,Public,matting,114.0,109.0,No,Yes,Yes,No,No,1.0,24.0,7600.0,2.0
394.0,Galle Cricket Arena,Galle,Galle,Southern,Club,turf,147.0,148.0,Yes,Yes,Yes,Yes,Yes,3.0,285.0,172000.0,5.0
395.0,Galle College Oval,Galle,Galle,Southern,School,matting,110.0,106.0,No,Yes,Yes,Yes,No,2.0,36.0,25000.0,3.0
396.0,Galle Sports Village,Galle,Galle,Southern,Public,matting,124.0,118.0,No,Yes,Yes,No,Yes,1.0,29.0,10200.0,3.0
397.0,Galle Beachside Cricket Park,Galle,Galle,Southern,Club,turf,135.0,138.0,Yes,Yes,Yes,Yes,Yes,2.0,240.0,158000.0,5.0
398.0,Galle Youth Oval,Galle,Galle,Southern,Club,turf,133.0,135.0,Yes,Yes,Yes,Yes,Yes,2.0,205.0,146000.0,4.0
399.0,Galle Town Field,Galle,Galle,Southern,Public,matting,117.0,111.0,No,Yes,Yes,No,No,1.0,26.0,8500.0,2.0
400.0,Colombo City Cricket Park,Colombo,Colombo,Western,Club,turf,138.0,141.0,Yes,Yes,Yes,Yes,Yes,3.0,220.0,45000.0,5.0
401.0,Colombo Community Ground,Colombo,Colombo,Western,Public,matting,121.0,116.0,No,Yes,Yes,No,Yes,1.0,60.0,18000.0,3.0
402.0,Colombo Youth Oval,Colombo,Colombo,Western,Club,turf,135.0,137.0,Yes,Yes,Yes,Yes,Yes,2.0,150.0,32000.0,4.0
403.0,Colombo School Ground,Colombo,Colombo,Western,School,matting,110.0,108.0,No,Yes,Yes,Yes,No,2.0,70.0,20000.0,3.0
404.0,Colombo Riverside Field,Colombo,Colombo,Western,Public,turf,140.0,143.0,Yes,Yes,Yes,Yes,Yes,3.0,240.0,55000.0,5.0
405.0,Kandy Hilltop Cricket Park,Kandy,Kandy,Central,Club,turf,137.0,140.0,Yes,Yes,Yes,Yes,Yes,3.0,210.0,42000.0,5.0
406.0,Kandy Youth Ground,Kandy,Kandy,Central,Public,matting,120.0,115.0,No,Yes,Yes,No,Yes,1.0,50.0,17000.0,3.0
407.0,Kandy Lakeview Field,Kandy,Kandy,Central,Club,turf,134.0,136.0,Yes,Yes,Yes,Yes,Yes,2.0,180.0,30000.0,4.0
408.0,Kandy College Oval,Kandy,Kandy,Central,School,matting,112.0,109.0,No,Yes,Yes,Yes,No,2.0,65.0,19000.0,3.0
409.0,Kandy Sports Village,Kandy,Kandy,Central,Public,turf,138.0,142.0,Yes,Yes,Yes,Yes,Yes,3.0,220.0,48000.0,5.0
410.0,Kurunegala Cricket Arena,Kurunegala,Kurunegala,North Western,Club,turf,136.0,139.0,Yes,Yes,Yes,Yes,Yes,3.0,200.0,39000.0,4.0
411.0,Kurunegala Youth Field,Kurunegala,Kurunegala,North Western,Public,matting,118.0,113.0,No,Yes,Yes,No,Yes,1.0,45.0,16000.0,3.0
412.0,Kurunegala Town Oval,Kurunegala,Kurunegala,North Western,Club,turf,133.0,135.0,Yes,Yes,Yes,Yes,Yes,2.0,170.0,28000.0,4.0
413.0,Kurunegala School Park,Kurunegala,Kurunegala,North Western,School,matting,109.0,105.0,No,Yes,Yes,Yes,No,2.0,60.0,20000.0,3.0
414.0,Kurunegala Sports Ground,Kurunegala,Kurunegala,North Western,Public,turf,137.0,141.0,Yes,Yes,Yes,Yes,Yes,3.0,210.0,42000.0,5.0
415.0,Anuradhapura Central Ground,Anuradhapura,Anuradhapura,North Central,Club,turf,139.0,142.0,Yes,Yes,Yes,Yes,Yes,3.0,230.0,47000.0,5.0
416.0,Anuradhapura Youth Park,Anuradhapura,Anuradhapura,North Central,Public,matting,120.0,114.0,No,Yes,Yes,No,Yes,1.0,50.0,17000.0,3.0
417.0,Anuradhapura City Oval,Anuradhapura,Anuradhapura,North Central,Club,turf,134.0,137.0,Yes,Yes,Yes,Yes,Yes,2.0,160.0,29000.0,4.0
418.0,Anuradhapura School Field,Anuradhapura,Anuradhapura,North Central,School,matting,110.0,107.0,No,Yes,Yes,Yes,No,2.0,70.0,21000.0,3.0
419.0,Anuradhapura Sports Village,Anuradhapura,Anuradhapura,North Central,Public,turf,138.0,140.0,Yes,Yes,Yes,Yes,Yes,3.0,210.0,44000.0,5.0
420.0,Badulla Cricket Arena,Badulla,Badulla,Uva,Club,turf,137.0,141.0,Yes,Yes,Yes,Yes,Yes,3.0,200.0,38000.0,4.0
421.0,Badulla Youth Field,Badulla,Badulla,Uva,Public,matting,118.0,112.0,No,Yes,Yes,No,Yes,1.0,45.0,16000.0,3.0
422.0,Badulla Town Oval,Badulla,Badulla,Uva,Club,turf,134.0,136.0,Yes,Yes,Yes,Yes,Yes,2.0,170.0,29000.0,4.0
423.0,Badulla College Ground,Badulla,Badulla,Uva,School,matting,110.0,106.0,No,Yes,Yes,Yes,No,2.0,65.0,20000.0,3.0
424.0,Badulla Sports Park,Badulla,Badulla,Uva,Public,turf,138.0,142.0,Yes,Yes,Yes,Yes,Yes,3.0,210.0,42000.0,5.0
425.0,Ratnapura City Cricket Park,Ratnapura,Ratnapura,Sabaragamuwa,Club,turf,136.0,139.0,Yes,Yes,Yes,Yes,Yes,3.0,200.0,37000.0,4.0
426.0,Ratnapura Youth Ground,Ratnapura,Ratnapura,Sabaragamuwa,Public,matting,119.0,114.0,No,Yes,Yes,No,Yes,1.0,50.0,16000.0,3.0
427.0,Ratnapura Town Field,Ratnapura,Ratnapura,Sabaragamuwa,Club,turf,134.0,137.0,Yes,Yes,Yes,Yes,Yes,2.0,170.0,30000.0,4.0
428.0,Ratnapura School Oval,Ratnapura,Ratnapura,Sabaragamuwa,School,matting,110.0,107.0,No,Yes,Yes,Yes,No,2.0,65.0,21000.0,3.0
429.0,Ratnapura Sports Complex,Ratnapura,Ratnapura,Sabaragamuwa,Public,turf,138.0,142.0,Yes,Yes,Yes,Yes,Yes,3.0,220.0,43000.0,5.0
430.0,Negombo Lagoon Cricket Park,Negombo,Gampaha,Western,Club,turf,137.0,140.0,Yes,Yes,Yes,Yes,Yes,3.0,210.0,41000.0,5.0
431.0,Negombo Youth Ground,Negombo,Gampaha,Western,Public,matting,119.0,113.0,No,Yes,Yes,No,Yes,1.0,48.0,17000.0,3.0
432.0,Negombo Town Oval,Negombo,Gampaha,Western,Club,turf,134.0,136.0,Yes,Yes,Yes,Yes,Yes,2.0,170.0,29000.0,4.0
433.0,Negombo School Field,Negombo,Gampaha,Western,School,matting,108.0,105.0,No,Yes,Yes,Yes,No,2.0,70.0,20000.0,3.0
434.0,Negombo Beachside Arena,Negombo,Gampaha,Western,Public,turf,139.0,142.0,Yes,Yes,Yes,Yes,Yes,3.0,220.0,46000.0,5.0
435.0,Gampaha Cricket Park,Gampaha,Gampaha,Western,Club,turf,136.0,139.0,Yes,Yes,Yes,Yes,Yes,3.0,200.0,38000.0,4.0
436.0,Gampaha Youth Oval,Gampaha,Gampaha,Western,Public,matting,118.0,112.0,No,Yes,Yes,No,Yes,1.0,50.0,16000.0,3.0
437.0,Gampaha City Ground,Gampaha,Gampaha,Western,Club,turf,133.0,135.0,Yes,Yes,Yes,Yes,Yes,2.0,160.0,28000.0,4.0
438.0,Gampaha School Cricket Field,Gampaha,Gampaha,Western,School,matting,110.0,106.0,No,Yes,Yes,Yes,No,2.0,60.0,19000.0,3.0
439.0,Gampaha Sports Complex,Gampaha,Gampaha,Western,Public,turf,138.0,141.0,Yes,Yes,Yes,Yes,Yes,3.0,210.0,43000.0,5.0
440.0,Kalutara Riverside Cricket Ground,Kalutara,Kalutara,Western,Club,turf,137.0,140.0,Yes,Yes,Yes,Yes,Yes,3.0,205.0,39500.0,4.0
441.0,Kalutara Youth Field,Kalutara,Kalutara,Western,Public,matting,119.0,114.0,No,Yes,Yes,No,Yes,1.0,52.0,17000.0,3.0
442.0,Kalutara City Oval,Kalutara,Kalutara,Western,Club,turf,134.0,137.0,Yes,Yes,Yes,Yes,Yes,2.0,165.0,30000.0,4.0
443.0,Kalutara College Ground,Kalutara,Kalutara,Western,School,matting,110.0,107.0,No,Yes,Yes,Yes,No,2.0,70.0,21000.0,3.0
444.0,Kalutara Beach Sports Park,Kalutara,Kalutara,Western,Public,turf,138.0,142.0,Yes,Yes,Yes,Yes,Yes,3.0,220.0,44000.0,5.0
445.0,Trincomalee Harbour Cricket Park,Trincomalee,Trincomalee,Eastern,Club,turf,137.0,141.0,Yes,Yes,Yes,Yes,Yes,3.0,200.0,37000.0,4.0
446.0,Trincomalee Youth Field,Trincomalee,Trincomalee,Eastern,Public,matting,118.0,112.0,No,Yes,Yes,No,Yes,1.0,45.0,16000.0,3.0
447.0,Trincomalee City Ground,Trincomalee,Trincomalee,Eastern,Club,turf,134.0,136.0,Yes,Yes,Yes,Yes,Yes,2.0,160.0,28000.0,4.0
448.0,Trincomalee School Oval,Trincomalee,Trincomalee,Eastern,School,matting,110.0,105.0,No,Yes,Yes,Yes,No,2.0,65.0,20000.0,3.0
449.0,Trincomalee Sports Village,Trincomalee,Trincomalee,Eastern,Public,turf,138.0,142.0,Yes,Yes,Yes,Yes,Yes,3.0,210.0,43000.0,5.0
450.0,Batticaloa Lagoon Cricket Park,Batticaloa,Batticaloa,Eastern,Club,turf,136.0,139.0,Yes,Yes,Yes,Yes,Yes,3.0,195.0,36000.0,4.0
451.0,Batticaloa Youth Field,Batticaloa,Batticaloa,Eastern,Public,matting,118.0,113.0,No,Yes,Yes,No,Yes,1.0,48.0,16000.0,3.0
452.0,Batticaloa City Oval,Batticaloa,Batticaloa,Eastern,Club,turf,134.0,136.0,Yes,Yes,Yes,Yes,Yes,2.0,160.0,28500.0,4.0
453.0,Batticaloa College Ground,Batticaloa,Batticaloa,Eastern,School,matting,109.0,106.0,No,Yes,Yes,Yes,No,2.0,60.0,19000.0,3.0
454.0,Batticaloa Sports Arena,Batticaloa,Batticaloa,Eastern,Public,turf,138.0,141.0,Yes,Yes,Yes,Yes,Yes,3.0,210.0,42000.0,5.0
455.0,Jaffna Cricket Arena,Jaffna,Jaffna,Northern,Club,turf,137.0,140.0,Yes,Yes,Yes,Yes,Yes,3.0,200.0,38000.0,4.0
456.0,Jaffna Youth Field,Jaffna,Jaffna,Northern,Public,matting,119.0,113.0,No,Yes,Yes,No,Yes,1.0,50.0,17000.0,3.0
457.0,Jaffna City Oval,Jaffna,Jaffna,Northern,Club,turf,134.0,137.0,Yes,Yes,Yes,Yes,Yes,2.0,160.0,29000.0,4.0
458.0,Jaffna School Cricket Ground,Jaffna,Jaffna,Northern,School,matting,110.0,106.0,No,Yes,Yes,Yes,No,2.0,65.0,20000.0,3.0
459.0,Jaffna Sports Complex,Jaffna,Jaffna,Northern,Public,turf,138.0,142.0,Yes,Yes,Yes,Yes,Yes,3.0,220.0,44000.0,5.0
460.0,Dambulla Cricket Arena,Dambulla,Matale,Central,Club,turf,140.0,143.0,Yes,Yes,Yes,Yes,Yes,3.0,240.0,52000.0,5.0
461.0,Dambulla Youth Field,Dambulla,Matale,Central,Public,matting,118.0,112.0,No,Yes,Yes,No,Yes,1.0,45.0,17000.0,3.0
462.0,Dambulla City Oval,Dambulla,Matale,Central,Club,turf,134.0,136.0,Yes,Yes,Yes,Yes,Yes,2.0,170.0,30000.0,4.0
463.0,Dambulla School Ground,Dambulla,Matale,Central,School,matting,110.0,105.0,No,Yes,Yes,Yes,No,2.0,70.0,20000.0,3.0
464.0,Dambulla Sports Complex,Dambulla,Matale,Central,Public,turf,138.0,141.0,Yes,Yes,Yes,Yes,Yes,3.0,210.0,44000.0,5.0
465.0,Pallekele Cricket Park,Pallekele,Kandy,Central,Club,turf,142.0,145.0,Yes,Yes,Yes,Yes,Yes,3.0,250.0,65000.0,5.0
466.0,Pallekele Youth Field,Pallekele,Kandy,Central,Public,matting,119.0,113.0,No,Yes,Yes,No,Yes,1.0,48.0,18000.0,3.0
467.0,Pallekele Town Oval,Pallekele,Kandy,Central,Club,turf,135.0,137.0,Yes,Yes,Yes,Yes,Yes,2.0,180.0,34000.0,4.0
468.0,Pallekele School Field,Pallekele,Kandy,Central,School,matting,111.0,108.0,No,Yes,Yes,Yes,No,2.0,65.0,21000.0,3.0
469.0,Pallekele Sports Village,Pallekele,Kandy,Central,Public,turf,139.0,142.0,Yes,Yes,Yes,Yes,Yes,3.0,220.0,46000.0,5.0
470.0,Hambantota Cricket Arena,Hambantota,Hambantota,Southern,Club,turf,141.0,144.0,Yes,Yes,Yes,Yes,Yes,3.0,240.0,58000.0,5.0
471.0,Hambantota Youth Field,Hambantota,Hambantota,Southern,Public,matting,118.0,111.0,No,Yes,Yes,No,Yes,1.0,40.0,17000.0,3.0
472.0,Hambantota City Ground,Hambantota,Hambantota,Southern,Club,turf,134.0,136.0,Yes,Yes,Yes,Yes,Yes,2.0,170.0,30000.0,4.0
473.0,Hambantota School Field,Hambantota,Hambantota,Southern,School,matting,110.0,107.0,No,Yes,Yes,Yes,No,2.0,60.0,20000.0,3.0
474.0,Hambantota Sports Park,Hambantota,Hambantota,Southern,Public,turf,138.0,142.0,Yes,Yes,Yes,Yes,Yes,3.0,220.0,42000.0,5.0
475.0,Moratuwa Cricket Park,Moratuwa,Colombo,Western,Club,turf,137.0,140.0,Yes,Yes,Yes,Yes,Yes,3.0,210.0,39000.0,4.0
476.0,Moratuwa Youth Field,Moratuwa,Colombo,Western,Public,matting,118.0,112.0,No,Yes,Yes,No,Yes,1.0,45.0,16000.0,3.0
477.0,Moratuwa City Oval,Moratuwa,Colombo,Western,Club,turf,134.0,136.0,Yes,Yes,Yes,Yes,Yes,2.0,170.0,28000.0,4.0
478.0,Moratuwa College Ground,Moratuwa,Colombo,Western,School,matting,110.0,106.0,No,Yes,Yes,Yes,No,2.0,65.0,20000.0,3.0
479.0,Moratuwa Sports Arena,Moratuwa,Colombo,Western,Public,turf,138.0,141.0,Yes,Yes,Yes,Yes,Yes,3.0,210.0,43000.0,5.0
480.0,Panadura Cricket Arena,Panadura,Kalutara,Western,Club,turf,137.0,140.0,Yes,Yes,Yes,Yes,Yes,3.0,200.0,38000.0,4.0
481.0,Panadura Youth Field,Panadura,Kalutara,Western,Public,matting,119.0,114.0,No,Yes,Yes,No,Yes,1.0,50.0,16000.0,3.0
482.0,Panadura City Oval,Panadura,Kalutara,Western,Club,turf,134.0,137.0,Yes,Yes,Yes,Yes,Yes,2.0,160.0,29000.0,4.0
483.0,Panadura School Ground,Panadura,Kalutara,Western,School,matting,110.0,107.0,No,Yes,Yes,Yes,No,2.0,65.0,21000.0,3.0
484.0,Panadura Sports Park,Panadura,Kalutara,Western,Public,turf,138.0,142.0,Yes,Yes,Yes,Yes,Yes,3.0,210.0,43000.0,5.0
485.0,Chilaw Cricket Arena,Chilaw,Puttalam,North Western,Club,turf,136.0,139.0,Yes,Yes,Yes,Yes,Yes,3.0,200.0,36000.0,4.0
486.0,Chilaw Youth Field,Chilaw,Puttalam,North Western,Public,matting,118.0,113.0,No,Yes,Yes,No,Yes,1.0,45.0,16000.0,3.0
487.0,Chilaw City Oval,Chilaw,Puttalam,North Western,Club,turf,134.0,136.0,Yes,Yes,Yes,Yes,Yes,2.0,160.0,28000.0,4.0
488.0,Chilaw School Field,Chilaw,Puttalam,North Western,School,matting,110.0,106.0,No,Yes,Yes,Yes,No,2.0,65.0,20000.0,3.0
489.0,Chilaw Sports Complex,Chilaw,Puttalam,North Western,Public,turf,138.0,141.0,Yes,Yes,Yes,Yes,Yes,3.0,210.0,42000.0,5.0
490.0,Sinhalese Sports Club Ground,Colombo,Colombo,Western,Club,turf,145.0,148.0,Yes,Yes,Yes,Yes,Yes,4.0,300.0,95000.0,5.0
491.0,Paikiasothy Saravanamuttu Stadium,Colombo,Colombo,Western,Club,turf,142.0,146.0,Yes,Yes,Yes,Yes,Yes,3.0,260.0,87000.0,5.0
492.0,Colombo Cricket Club Ground,Colombo,Colombo,Western,Club,turf,140.0,143.0,Yes,Yes,Yes,Yes,Yes,3.0,230.0,76000.0,5.0
493.0,Thurstan College Cricket Ground,Colombo,Colombo,Western,School,matting,118.0,114.0,No,Yes,Yes,Yes,No,2.0,70.0,22000.0,3.0
494.0,Royal College Sports Complex,Colombo,Colombo,Western,School,turf,130.0,133.0,Yes,Yes,Yes,Yes,Yes,2.0,120.0,38000.0,4.0
495.0,Trinity College Cricket Ground,Kandy,Kandy,Central,School,turf,134.0,136.0,Yes,Yes,Yes,Yes,Yes,2.0,150.0,35000.0,4.0
496.0,St. Anthony's College Ground,Kandy,Kandy,Central,School,matting,120.0,118.0,No,Yes,Yes,Yes,No,2.0,80.0,21000.0,3.0
497.0,Katugastota Police Ground,Kandy,Kandy,Central,Public,turf,136.0,139.0,Yes,Yes,Yes,Yes,Yes,3.0,180.0,42000.0,4.0
498.0,Matale Town Public Ground,Matale,Matale,Central,Public,matting,118.0,112.0,No,Yes,Yes,No,No,1.0,50.0,17000.0,3.0
499.0,Vijaya College Ground,Matale,Matale,Central,School,matting,115.0,110.0,No,Yes,Yes,Yes,No,2.0,70.0,21000.0,3.0
500.0,Richmond College Cricket Ground,Galle,Galle,Southern,School,turf,132.0,135.0,Yes,Yes,Yes,Yes,Yes,2.0,160.0,37000.0,4.0
501.0,Mahinda College Ground,Galle,Galle,Southern,School,turf,134.0,138.0,Yes,Yes,Yes,Yes,Yes,2.0,150.0,36000.0,4.0
502.0,Galle Municipal Ground,Galle,Galle,Southern,Public,matting,119.0,113.0,No,Yes,Yes,No,No,1.0,45.0,17000.0,3.0
503.0,Uyanwatta Stadium,Matara,Matara,Southern,Public,turf,138.0,140.0,Yes,Yes,Yes,Yes,Yes,3.0,200.0,45000.0,4.0
504.0,St. Servatius College Ground,Matara,Matara,Southern,School,matting,116.0,111.0,No,Yes,Yes,Yes,No,2.0,60.0,20000.0,3.0
505.0,Hambantota Public Sports Ground,Hambantota,Hambantota,Southern,Public,turf,137.0,142.0,Yes,Yes,Yes,Yes,Yes,3.0,210.0,47000.0,4.0
506.0,Debarawewa Cricket Ground,Tissamaharama,Hambantota,Southern,Public,matting,118.0,114.0,No,Yes,Yes,No,No,1.0,50.0,17000.0,3.0
507.0,Kurunegala Municipal Ground,Kurunegala,Kurunegala,North Western,Public,turf,134.0,137.0,Yes,Yes,Yes,Yes,Yes,2.0,170.0,36000.0,4.0
508.0,Maliyadeva College Ground,Kurunegala,Kurunegala,North Western,School,matting,118.0,112.0,No,Yes,Yes,Yes,No,2.0,60.0,20000.0,3.0
509.0,St. Anne's College Ground,Kurunegala,Kurunegala,North Western,School,turf,132.0,135.0,Yes,Yes,Yes,Yes,Yes,2.0,140.0,33000.0,4.0
510.0,St. Peter's College Ground,Negombo,Gampaha,Western,School,matting,117.0,111.0,No,Yes,Yes,Yes,No,2.0,70.0,20000.0,3.0
511.0,Maris Stella College Ground,Negombo,Gampaha,Western,School,turf,132.0,134.0,Yes,Yes,Yes,Yes,Yes,2.0,150.0,35000.0,4.0
